Protein Details,Gene Name,SCC count,SCC proportion,SCC mean,SCC std,SCC UNIQUE,Keratosis count,Keratosis proportion,Keratosis mean,Keratosis std,Keratosis UNIQUE,Proportion Direction,Fold Change,Log2 Fold Change,Fold Change Direction,Proportion STAT,Proportion Pvalue,BH-corrected Proportion Pvalue,Proportion Rank,StudentT STAT,StudentT Pvalue,BH-corrected StudentT Pvalue,StudentT Rank,MannWhitneyU STAT,MannWhitneyU Pvalue,BH-corrected MannWhitneyU Pvalue,MannWhitneyU Rank,Minimal Pvalue,BH-corrected Minimal Pvalue,is 5% Significant?,Minimal Rank
P20774 (gene OGN):  Mimecan,OGN,16,0.7619047619047619,4346925.904761905,13114441.126614666,False,1,0.14285714285714285,85250.0,208819.00057226594,False,1.0,50.99033319308991,5.672151860083643,1.0,2.9042964055702374,0.0036807950978315395,0.14680136973209343,103.0,0.8284550674793265,0.41495344086513986,0.7309836941303514,3089.0,120.0,0.011818039909453208,0.28462281343527285,173.5,0.0036807950978315395,0.4240060838538656,False,103.0
Q93077 (gene H2AC6):  Histone H2A type 1-C,H2AC6,17,0.8095238095238095,109891964.28571428,178012010.35903797,False,6,0.8571428571428571,6341295.714285715,7708255.0181104215,False,-1.0,17.329575726634477,4.115164428867659,1.0,-0.2848849246447675,0.7757323060134902,0.9285752282657469,4978.5,1.482602070290124,0.15020080764817634,0.7309836941303514,619.0,106.0,0.08867076538578368,0.30677201705705925,1656.0,0.08867076538578368,0.7795121371236334,False,619.0
P29508 (gene SERPINB3):  Serpin B3,SERPINB3,21,1.0,639805102.4285715,952287618.9388226,False,7,1.0,66117238.14285714,109048786.3694926,False,0.0,9.676827411425714,3.274534131381272,1.0,0.0,1.0,1.0,5543.0,1.5325586859392328,0.13746351880953306,0.7309836941303514,511.0,112.0,0.04182628965237661,0.28462281343527285,837.5,0.04182628965237661,0.6643166262602261,False,511.0
P11021 (gene HSPA5):  Endoplasmic reticulum chaperone BiP,HSPA5,21,1.0,86039977.71428572,183282476.13082913,False,6,0.8571428571428571,24183838.285714287,44532269.53447444,False,1.0,3.557746983658385,1.8309639140899623,1.0,1.7638342073763948,0.07775989643932928,0.3034110805474426,1156.5,0.8520929415981895,0.40194339746347685,0.7309836941303514,2985.0,106.0,0.08987534204925508,0.30677201705705925,1690.5,0.07775989643932928,0.7151832612904004,False,1156.5
P07237 (gene P4HB):  Protein disulfide-isomerase,P4HB,20,0.9523809523809523,66425738.952380955,97907005.34467988,False,5,0.7142857142857143,24161698.57142857,50945669.84317213,False,1.0,2.7492164408891044,1.459020492120153,1.0,1.7638342073763937,0.07775989643932943,0.3034110805474426,1373.5,1.054023049517791,0.3015694014353126,0.7309836941303514,2067.0,110.0,0.05599745072933618,0.28691229439538496,1126.5,0.05599745072933618,0.6804089430778405,False,1126.5
P60174 (gene TPI1):  Triosephosphate isomerase,TPI1,20,0.9523809523809523,544676946.2857143,653097896.5006508,False,6,0.8571428571428571,131572606.42857143,227788088.46524602,False,1.0,4.139744290779906,2.0495416561745574,1.0,0.8473185457363234,0.39681759221478274,0.6057865289542973,3696.5,1.5809087524075118,0.12598908789726976,0.7309836941303514,429.0,112.5,0.0410595377627882,0.28462281343527285,819.0,0.0410595377627882,0.6643166262602261,False,429.0
P02647 (gene APOA1):  Apolipoprotein A-I,APOA1,21,1.0,2359035675.285714,2887702492.9086742,False,6,0.8571428571428571,1404022686.857143,2957212070.2055864,False,1.0,1.6801976900860012,0.7486309887942246,1.0,1.7638342073763948,0.07775989643932928,0.3034110805474426,1156.5,0.7257970530733685,0.47444631529594605,0.7309836941303514,3647.0,113.0,0.036351812438768956,0.28462281343527285,728.0,0.036351812438768956,0.6461020248551012,False,728.0
P16401 (gene H1-5):  Histone H1.5,H1-5,21,1.0,56603907.61904762,79165168.53248379,False,7,1.0,36631859.428571425,72104517.27934697,False,0.0,1.5452097846525703,0.6278027182151288,1.0,0.0,1.0,1.0,5543.0,0.5692858263408893,0.5740479602664241,0.7312492615707296,4683.0,105.0,0.10088848349717913,0.31300088015817507,1920.0,0.10088848349717913,0.8321710365494179,False,1920.0
P00338 (gene LDHA):  L-lactate dehydrogenase A chain,LDHA,21,1.0,421223971.0,372339325.19652814,False,7,1.0,113097971.57142857,243575821.1231065,False,0.0,3.7244166729724815,1.8970144849277708,1.0,0.0,1.0,1.0,5543.0,1.973738715514653,0.05912680707043614,0.7309836941303514,47.0,113.0,0.036351812438768956,0.28462281343527285,728.0,0.036351812438768956,0.6461020248551012,False,47.0
P00558 (gene PGK1):  Phosphoglycerate kinase 1,PGK1,20,0.9523809523809523,351571001.61904764,371089988.268918,False,7,1.0,147657563.42857143,324893425.57417756,False,-1.0,2.380988778736796,1.2515608214066825,1.0,-0.5879447357921321,0.5565693876824565,0.726743919219422,4134.0,1.2502987261955638,0.222326796126788,0.7309836941303514,1276.0,109.0,0.06229688186209925,0.28691229439538496,1240.0,0.06229688186209925,0.7151832612904004,False,1240.0
"Q5XKE5 (gene KRT79):  Keratin, type II cytoskeletal 79",KRT79,20,0.9523809523809523,26193869.54761905,90200358.87595671,False,5,0.7142857142857143,2067075.5714285714,4087150.5838976395,False,1.0,12.671945771921438,3.6635661615896016,1.0,1.7638342073763937,0.07775989643932943,0.3034110805474426,1373.5,0.6817096881674305,0.5014504740417336,0.7309836941303514,3828.0,98.0,0.20265030687859664,0.43302712422553996,2791.5,0.07775989643932943,0.7151832612904004,False,1373.5
O75369 (gene FLNB):  Filamin-B,FLNB,21,1.0,11858223.504761904,16376785.730214866,False,7,1.0,4664711.271428571,10359206.330761103,False,0.0,2.5421130729764916,1.346028202724614,1.0,0.0,1.0,1.0,5543.0,1.0519187269931027,0.30251572585688635,0.7309836941303514,2075.0,113.0,0.036351812438768956,0.28462281343527285,728.0,0.036351812438768956,0.6461020248551012,False,728.0
P06748 (gene NPM1):  Nucleophosmin,NPM1,20,0.9523809523809523,53714430.190476194,80040500.95842654,False,6,0.8571428571428571,13224724.857142856,25625663.91775079,False,1.0,4.061667125078993,2.022072008054498,1.0,0.8473185457363234,0.39681759221478274,0.6057865289542973,3696.5,1.2682244347997367,0.21595674462555645,0.7309836941303514,1222.0,110.5,0.052769534095582174,0.28691229439538496,1069.0,0.052769534095582174,0.6643166262602261,False,1069.0
P01859 (gene IGHG2):  Immunoglobulin heavy constant gamma 2,IGHG2,21,1.0,887534354.4761904,1012827781.0230616,False,7,1.0,338132916.85714287,533533371.78524435,False,0.0,2.624809092015021,1.3922124962953437,1.0,0.0,1.0,1.0,5543.0,1.323124186448928,0.19731295931522963,0.7309836941303514,1054.0,102.0,0.140035809601027,0.35460680818324575,2354.5,0.140035809601027,0.9569915693925853,False,1054.0
"P68032 (gene ACTC1):  Actin, alpha cardiac muscle 1",ACTC1,21,1.0,277414649.28571427,338240118.2830912,False,5,0.7142857142857143,139561090.7142857,329405296.61429596,False,1.0,1.9877649842508407,0.9911471954824187,1.0,2.54195563720897,0.011023416388221447,0.17774514100575461,359.0,0.9057269095775908,0.37339774237585266,0.7309836941303514,2766.0,112.0,0.043758505121043435,0.28462281343527285,895.5,0.011023416388221447,0.4859534643260779,False,359.0
P51888 (gene PRELP):  Prolargin,PRELP,14,0.6666666666666666,4448714.666666667,9955520.86156876,False,4,0.5714285714285714,1540747.142857143,2146192.384917427,False,1.0,2.887374925397646,1.5297584535705215,1.0,0.4554200340426488,0.6488070849862198,0.8106351977021544,4734.5,0.7389994896766715,0.4665269663904048,0.7309836941303514,3591.0,81.5,0.6838471660477959,0.8238511993429711,4951.5,0.4665269663904048,1.0,False,3591.0
P33121 (gene ACSL1):  Long-chain-fatty-acid--CoA ligase 1,ACSL1,17,0.8095238095238095,11711024.86190476,36789283.16926533,False,4,0.5714285714285714,821149.1428571428,1859642.6610498074,False,1.0,14.26175130761586,3.8340792469129115,1.0,1.2598815766974245,0.2077120857275565,0.4602776821117403,2353.5,0.7543508894298202,0.4574169463270994,0.7309836941303514,3528.0,94.0,0.28491557006398827,0.5176024028628972,3282.5,0.2077120857275565,1.0,False,2353.5
Q00610 (gene CLTC):  Clathrin heavy chain 1,CLTC,20,0.9523809523809523,8644429.276190476,15016279.111232452,False,7,1.0,10390530.328571428,24518854.29289998,False,-1.0,0.8319526533135243,-0.26542666841213153,-1.0,-0.5879447357921321,0.5565693876824565,0.726743919219422,4134.0,-0.21571602426793943,0.8308924677336634,0.9621708972241918,5152.0,100.0,0.17166987601770212,0.3955221507070832,2508.0,0.17166987601770212,1.0,False,2508.0
"P25705 (gene ATP5F1A):  ATP synthase subunit alpha, mitochondrial",ATP5F1A,20,0.9523809523809523,24085183.476190478,39193214.39103011,False,7,1.0,6108757.328571429,8594987.520866586,False,-1.0,3.9427304410239206,1.9791950787714472,1.0,-0.5879447357921321,0.5565693876824565,0.726743919219422,4134.0,1.160100928100839,0.25655007000297325,0.7309836941303514,1620.0,99.0,0.1892655653525219,0.41270408000480463,2734.0,0.1892655653525219,1.0,False,1620.0
P01024 (gene C3):  Complement C3,C3,21,1.0,139929046.04761904,153198551.9806122,False,7,1.0,163000448.15714285,392104711.28927207,False,0.0,0.8584580449295307,-0.22018046718432255,-1.0,0.0,1.0,1.0,5543.0,-0.21518728231192083,0.8313003649559294,0.9624564287457937,5153.0,108.0,0.07063105976149454,0.2877464298513018,1450.0,0.07063105976149454,0.7151832612904004,False,1450.0
P26038 (gene MSN):  Moesin,MSN,21,1.0,125121013.85714285,191505826.11360523,False,7,1.0,65879222.85714286,152282163.45489237,False,0.0,1.8992484797287632,0.9254286664254442,1.0,0.0,1.0,1.0,5543.0,0.716756581132889,0.4799139589521636,0.7309836941303514,3683.0,107.0,0.0798098037228472,0.3022013092271871,1558.5,0.0798098037228472,0.724716833988911,False,1558.5
P08238 (gene HSP90AB1):  Heat shock protein HSP 90-beta,HSP90AB1,20,0.9523809523809523,59395017.71428572,98872702.58928204,False,5,0.7142857142857143,58582767.14285714,137166937.47592434,False,1.0,1.0138650086201433,0.019865577036692398,1.0,1.7638342073763937,0.07775989643932943,0.3034110805474426,1373.5,0.016347236763305174,0.987082173505209,1.0,5346.0,102.0,0.13717956492649216,0.3496310321897265,2329.5,0.07775989643932943,0.7151832612904004,False,1373.5
P04083 (gene ANXA1):  Annexin A1,ANXA1,21,1.0,252386257.0,390698534.92047364,False,6,0.8571428571428571,73145346.14285715,146709438.54730123,False,1.0,3.4504759401517,1.7867953732354334,1.0,1.7638342073763948,0.07775989643932928,0.3034110805474426,1156.5,1.1430846571397362,0.2634201122575305,0.7309836941303514,1695.0,107.0,0.0798098037228472,0.3022013092271871,1558.5,0.07775989643932928,0.7151832612904004,False,1156.5
P22626 (gene HNRNPA2B1):  Heterogeneous nuclear ribonucleoproteins A2/B1,HNRNPA2B1,20,0.9523809523809523,155332952.85714287,253953151.4918907,False,7,1.0,19308620.285714287,32665645.785642497,False,-1.0,8.044746365024318,3.0080469363384186,1.0,-0.5879447357921321,0.5565693876824565,0.726743919219422,4134.0,1.3618377703683866,0.18493321744618793,0.7309836941303514,936.0,111.0,0.04794601533731968,0.28462281343527285,1002.0,0.04794601533731968,0.6643166262602261,False,936.0
Q13835 (gene PKP1):  Plakophilin-1,PKP1,21,1.0,17888215.0,26051695.00128212,False,6,0.8571428571428571,4929602.714285715,6257949.332141748,False,1.0,3.6287335991919427,1.859466146309623,1.0,1.7638342073763948,0.07775989643932928,0.3034110805474426,1156.5,1.256152093288982,0.2202312696880533,0.7309836941303514,1254.0,103.0,0.12592142157359548,0.33934532384723143,2121.0,0.07775989643932928,0.7151832612904004,False,1156.5
P02679 (gene FGG):  Fibrinogen gamma chain,FGG,19,0.9047619047619048,210886329.3809524,240268846.60043597,False,5,0.7142857142857143,70438585.87142858,160866667.3122342,False,1.0,2.9939035085951304,1.5820277250988841,1.0,1.2472191289246468,0.21231716077296503,0.4602776821117403,2578.5,1.3900618904227462,0.17629739459171453,0.7309836941303514,860.0,114.0,0.03357473291096339,0.28462281343527285,665.5,0.03357473291096339,0.6378971429490139,False,665.5
Q06830 (gene PRDX1):  Peroxiredoxin-1,PRDX1,21,1.0,838879224.0,962981326.1459858,False,7,1.0,319871491.44285715,676612960.6928375,False,0.0,2.622550763170645,1.3909706984710857,1.0,0.0,1.0,1.0,5543.0,1.2733029692771227,0.21417756479404043,0.7309836941303514,1205.0,114.0,0.031465153204283634,0.28462281343527285,571.0,0.031465153204283634,0.6378971429490139,False,571.0
P0DMV9;P0DMV8 (gene HSPA1B;HSPA1A):  Heat shock 70 kDa protein 1B; Heat shock 70 kDa protein 1A,HSPA1B;HSPA1A,21,1.0,107955385.06190477,115839473.27904852,False,7,1.0,33893863.14285714,72099021.19387592,False,0.0,3.1851012263455227,1.6713392237927296,1.0,0.0,1.0,1.0,5543.0,1.533984333950694,0.13711336342239072,0.7309836941303514,508.0,112.0,0.04182628965237661,0.28462281343527285,837.5,0.04182628965237661,0.6643166262602261,False,508.0
P07339 (gene CTSD):  Cathepsin D,CTSD,20,0.9523809523809523,70113349.68571429,92318202.84258032,False,5,0.7142857142857143,10873294.42857143,12551828.654954532,False,1.0,6.448215869283655,2.6889000423044602,1.0,1.7638342073763937,0.07775989643932943,0.3034110805474426,1373.5,1.6309883063264674,0.11494866356363898,0.7309836941303514,353.0,110.0,0.05599745072933618,0.28691229439538496,1126.5,0.05599745072933618,0.6804089430778405,False,353.0
P61978 (gene HNRNPK):  Heterogeneous nuclear ribonucleoprotein K,HNRNPK,20,0.9523809523809523,63168297.85714286,112726818.08133991,False,5,0.7142857142857143,12009211.714285715,24108699.664657876,False,1.0,5.259987029955923,2.3950592421332924,1.0,1.7638342073763937,0.07775989643932943,0.3034110805474426,1373.5,1.1483292969383585,0.2612884883067464,0.7309836941303514,1667.0,112.0,0.04367201368709453,0.28462281343527285,887.5,0.04367201368709453,0.6643166262602261,False,887.5
P55072 (gene VCP):  Transitional endoplasmic reticulum ATPase,VCP,20,0.9523809523809523,26408253.138095237,44829675.48028039,False,7,1.0,48209415.31428571,112761052.40788859,False,-1.0,0.5477820663439831,-0.8683260599870366,-1.0,-0.5879447357921321,0.5565693876824565,0.726743919219422,4134.0,-0.7031759771151821,0.4881954245501745,0.7309836941303514,3741.0,104.0,0.11288469984122157,0.33303295044441783,2016.0,0.11288469984122157,0.8426134890762379,False,2016.0
P05023 (gene ATP1A1):  Sodium/potassium-transporting ATPase subunit alpha-1,ATP1A1,17,0.8095238095238095,3200405.1095238095,5678086.526264988,False,5,0.7142857142857143,383213.78571428574,496679.3873290508,False,1.0,8.351487417265298,3.0620331674558328,1.0,0.5318160234783104,0.5948534237883254,0.7562104253827294,4631.5,1.2633331235910288,0.21768096154543012,0.7309836941303514,1236.0,100.0,0.16571469329242305,0.3955221507070832,2482.0,0.16571469329242305,1.0,False,1236.0
P14625 (gene HSP90B1):  Endoplasmin,HSP90B1,21,1.0,24767829.523809522,45164745.79715849,False,6,0.8571428571428571,11069454.0,21434227.197657067,False,1.0,2.237493332896752,1.1618833835562803,1.0,1.7638342073763948,0.07775989643932928,0.3034110805474426,1156.5,0.7457732420437676,0.46249411633191484,0.7309836941303514,3558.0,99.0,0.1892655653525219,0.41270408000480463,2734.0,0.07775989643932928,0.7151832612904004,False,1156.5
P0DP25;P0DP24;P0DP23 (gene CALM3;CALM2;CALM1):  Calmodulin-3; Calmodulin-2; Calmodulin-1,CALM3;CALM2;CALM1,21,1.0,268224582.95238096,420533925.9167209,False,7,1.0,100215821.42857143,199708442.44043696,False,0.0,2.6764694349539875,1.42033117729625,1.0,0.0,1.0,1.0,5543.0,0.9823090140731392,0.33500071519519237,0.7309836941303514,2398.0,108.0,0.07063105976149454,0.2877464298513018,1450.0,0.07063105976149454,0.7151832612904004,False,1450.0
P22528 (gene SPRR1B):  Cornifin-B,SPRR1B,21,1.0,303276509.52380955,525550448.9783432,False,7,1.0,46878622.28571428,70029343.20306933,False,0.0,6.469398944265115,2.693631681242716,1.0,0.0,1.0,1.0,5543.0,1.2401531369687397,0.22599469296555336,0.7309836941303514,1315.0,113.0,0.036351812438768956,0.28462281343527285,728.0,0.036351812438768956,0.6461020248551012,False,728.0
P00738 (gene HP):  Haptoglobin,HP,21,1.0,725093812.4571428,928519554.5485859,False,7,1.0,434009434.71428573,1023232210.4069846,False,0.0,1.6706867511635553,0.7404412576915442,1.0,0.0,1.0,1.0,5543.0,0.6743364241022741,0.506049490056762,0.7309836941303514,3860.0,112.0,0.04182628965237661,0.28462281343527285,837.5,0.04182628965237661,0.6643166262602261,False,837.5
P07476 (gene IVL):  Involucrin,IVL,21,1.0,162391068.23809522,260810809.54107475,False,6,0.8571428571428571,443421615.4285714,1055615459.5342478,False,1.0,0.366222715780651,-1.4492068145994699,-1.0,1.7638342073763948,0.07775989643932928,0.3034110805474426,1156.5,-1.0808084894092003,0.2897060117559007,0.7309836941303514,1952.0,105.0,0.10088848349717913,0.31300088015817507,1920.0,0.07775989643932928,0.7151832612904004,False,1156.5
P12109 (gene COL6A1):  Collagen alpha-1(VI) chain,COL6A1,19,0.9047619047619048,6248125.18095238,11003469.626828725,False,5,0.7142857142857143,142054.57142857142,141453.5910233026,False,1.0,43.98397825620212,5.458906193644311,1.0,1.2472191289246468,0.21231716077296503,0.4602776821117403,2578.5,1.414740837113632,0.16900986495082257,0.7309836941303514,789.0,123.0,0.009233127325309929,0.28462281343527285,116.0,0.009233127325309929,0.4741732347635542,False,116.0
P09651;A0A2R8Y4L2;Q32P51 (gene HNRNPA1;HNRNPA1P48):  Heterogeneous nuclear ribonucleoprotein A1; Heterogeneous nuclear ribonucleoprotein A1 pseudogene 48,HNRNPA1;HNRNPA1P48,20,0.9523809523809523,108718916.71428572,205967797.03383002,False,6,0.8571428571428571,9590732.857142856,11595749.909006285,False,1.0,11.33582994476842,3.5028181157295117,1.0,0.8473185457363234,0.39681759221478274,0.6057865289542973,3696.5,1.226380409933462,0.23104679151481247,0.7309836941303514,1374.0,112.5,0.0410595377627882,0.28462281343527285,819.0,0.0410595377627882,0.6643166262602261,False,819.0
P46940 (gene IQGAP1):  Ras GTPase-activating-like protein IQGAP1,IQGAP1,19,0.9047619047619048,11088623.733333334,17274160.395654295,False,6,0.8571428571428571,7761294.857142857,18341266.6514968,False,1.0,1.4287079588436005,0.5147110463241117,1.0,0.3527668414752792,0.7242632442784083,0.8798522735420455,4825.5,0.41867749802044013,0.6788902823220933,0.8238932921752661,4916.0,100.0,0.16752299929975867,0.3955221507070832,2499.5,0.16752299929975867,1.0,False,2499.5
P01023 (gene A2M):  Alpha-2-macroglobulin,A2M,20,0.9523809523809523,248084433.66190475,281909596.1360967,False,6,0.8571428571428571,163207796.57142857,383775266.05804056,False,1.0,1.5200525886232894,0.6041212368488619,1.0,0.8473185457363234,0.39681759221478274,0.6057865289542973,3696.5,0.6035027226729405,0.551403558221439,0.7309836941303514,4139.0,107.5,0.07546744967700075,0.297974060074776,1508.5,0.07546744967700075,0.7151832612904004,False,1508.5
Q14204 (gene DYNC1H1):  Cytoplasmic dynein 1 heavy chain 1,DYNC1H1,21,1.0,2215609.7495238096,3535329.2061694735,False,7,1.0,476412.9142857143,1081927.97815729,False,0.0,4.6506080819429965,2.217419365564268,1.0,0.0,1.0,1.0,5543.0,1.2350943925760274,0.227840557506756,0.7309836941303514,1336.0,118.0,0.016926793013749535,0.28462281343527285,288.0,0.016926793013749535,0.5439061783843612,False,288.0
P06703 (gene S100A6):  Protein S100-A6,S100A6,21,1.0,878128068.7619047,946537909.6365708,False,7,1.0,402227971.4285714,771813863.1308341,False,0.0,2.1831601259432616,1.1264179500410834,1.0,0.0,1.0,1.0,5543.0,1.1597507875993165,0.25669009447372726,0.7309836941303514,1622.0,107.0,0.0798098037228472,0.3022013092271871,1558.5,0.0798098037228472,0.724716833988911,False,1558.5
P02671 (gene FGA):  Fibrinogen alpha chain,FGA,21,1.0,194855338.85714287,196156883.882018,False,6,0.8571428571428571,100849137.14285715,216361815.88154587,False,1.0,1.9321468123333565,0.9502047201458157,1.0,1.7638342073763948,0.07775989643932928,0.3034110805474426,1156.5,1.0305952680946977,0.31222294188889155,0.7309836941303514,2175.0,107.0,0.0798098037228472,0.3022013092271871,1558.5,0.07775989643932928,0.7151832612904004,False,1156.5
P06744 (gene GPI):  Glucose-6-phosphate isomerase,GPI,20,0.9523809523809523,116489106.57142857,147846839.23274392,False,5,0.7142857142857143,21051407.14285714,44442633.69513774,False,1.0,5.533554397618899,2.468206472240429,1.0,1.7638342073763937,0.07775989643932943,0.3034110805474426,1373.5,1.6215139790656925,0.11697336061864783,0.7309836941303514,362.0,117.0,0.022451016273038422,0.28462281343527285,414.0,0.022451016273038422,0.5446919577923337,False,362.0
